sec,timestamp,maa,clock_ticks,clock_seconds,longitude,latitude,relative_height_meters
180,2022-06-09 09:43:00,6.5821378e-06,2379187458,454.08,144.8027887240327,13.431454423750338,0.4730257846679677
181,2022-06-09 09:43:01,6.4661576e-06,2383687491,455.08,144.80278836486056,13.43145461749609,0.6632723666992177
182,2022-06-09 09:43:02,5.803025e-06,2388188607,456.08,144.80278827529077,13.43145471973306,0.6130671359863271
183,2022-06-09 09:43:03,4.349549e-06,2392689402,457.081,144.8027880435873,13.43145480504073,0.3726191379394521
184,2022-06-09 09:43:04,3.9491647e-06,2397190070,458.081,144.8027879407056,13.43145493033321,0.3329844333496083
185,2022-06-09 09:43:05,3.791329e-06,2401690356,459.081,144.80278777371743,13.431454958039556,0.1215967990722646
186,2022-06-09 09:43:06,3.239834e-06,2406190570,460.081,144.80278760034255,13.431455092132149,-0.0607228420410166
187,2022-06-09 09:43:07,2.3428488e-06,2410690903,461.081,144.8027874866867,13.431455248400892,-0.2298321865234385
188,2022-06-09 09:43:08,3.4756117e-06,2415191080,462.081,144.80278740340125,13.431455141011524,-0.0924306057128916
189,2022-06-09 09:43:09,2.4604747e-06,2419691462,463.081,144.80278729065594,13.431455453242862,-0.1637730739746103
190,2022-06-09 09:43:10,3.1553166e-06,2424191585,464.081,144.8027873741528,13.431455510762762,-0.6420331142578135
191,2022-06-09 09:43:11,4.608901e-06,2428691852,465.081,144.80278723796107,13.431455663602,-0.626179232421876
192,2022-06-09 09:43:12,3.204501e-06,2433192235,466.081,144.80278732473332,13.431455749271183,-0.4914212368164072
193,2022-06-09 09:43:13,4.1100616e-06,2437693307,467.082,144.80278737095222,13.431455645154989,-0.562763705078126
194,2022-06-09 09:43:14,3.3943022e-06,2442193686,468.082,144.80278736781224,13.431455653502391,-0.3355260036621104
195,2022-06-09 09:43:15,4.0849613e-06,2446693734,469.082,144.8027873597399,13.431455646444714,-0.2034077785644541
196,2022-06-09 09:43:16,4.0425175e-06,2451193873,470.082,144.8027873825477,13.431455749541504,-0.118855013671876
197,2022-06-09 09:43:17,4.4736025e-06,2455694248,471.082,144.802787282032,13.431455636882491,-0.1426358364257822
198,2022-06-09 09:43:18,2.0221437e-06,2460194400,472.082,144.80278727444406,13.431455684735948,-0.2694668911132822
199,2022-06-09 09:43:19,2.8461739e-06,2464695730,473.082,144.8027872903862,13.43145552237031,-0.0950741909179697
200,2022-06-09 09:43:20,2.558557e-06,2469195976,474.082,144.80278728108075,13.431455685827004,0.0026926853027333
201,2022-06-09 09:43:21,1.6149393e-06,2473699525,475.083,144.80278715971588,13.431456186443258,0.0449709750976552
202,2022-06-09 09:43:22,6.2923873e-06,2478199691,476.083,144.80278760364325,13.4314567799427,0.0423273898925771
203,2022-06-09 09:43:23,1.6328278e-05,2482700718,477.083,144.80278708862045,13.43145642388342,-0.137348666015626
204,2022-06-09 09:43:24,5.2996174e-06,2487201436,478.083,144.80278728149472,13.43145654017712,-0.0950741909179697
205,2022-06-09 09:43:25,5.453239e-06,2491701934,479.083,144.8027874686395,13.43145659606532,-0.3830876491699229
206,2022-06-09 09:43:26,1.5142143e-05,2496202708,480.084,144.80278745137073,13.431456802835363,-0.4914212368164072
